year,supply_scenario,allocation_scenario,combined_scenario,usable_compute_flop_year,inference_share,training_share,ai_rnd_experiment_share,post_training_share,safety_eval_share,reserved_idle_fragmented_share,inference_compute_flop_year,training_compute_flop_year,ai_rnd_experiment_compute_flop_year,post_training_compute_flop_year,safety_eval_compute_flop_year,reserved_idle_fragmented_compute_flop_year,frontier_lab_training_share,frontier_lab_training_compute_flop_year,largest_run_concentration,cluster_contiguity_factor,largest_frontier_run_flop,frontier_run_share_of_total_compute,binding_constraint
2039,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,5.642061877225641e+30,0.55,0.182,0.198,0.04,0.01,0.02,3.103134032474103e+30,1.0268552616550667e+30,1.117128251690677e+30,2.2568247508902566e+29,5.642061877225641e+28,1.1284123754451283e+29,0.555,5.699046702185621e+29,0.07500000000000001,0.805,3.440799446444569e+28,0.006098478750000001,chip
2040,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,6.535489610582096e+30,0.65,0.18,0.1,0.04,0.01,0.02,4.2480682468783625e+30,1.1763881299047773e+30,6.535489610582097e+29,2.6141958442328384e+29,6.535489610582096e+28,1.3070979221164192e+29,0.55,6.470134714476276e+29,0.05,0.85,2.749807253652417e+28,0.0042075,chip
2040,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,6.535489610582096e+30,0.78,0.1,0.06,0.03,0.01,0.02,5.097681896254036e+30,6.535489610582097e+29,3.9212937663492575e+29,1.9606468831746287e+29,6.535489610582096e+28,1.3070979221164192e+29,0.5,3.2677448052910485e+29,0.03,0.8,7.842587532698516e+27,0.0012000000000000001,chip
2040,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,6.535489610582096e+30,0.45,0.35,0.12,0.04,0.02,0.02,2.9409703247619434e+30,2.2874213637037336e+30,7.842587532698515e+29,2.6141958442328384e+29,1.3070979221164192e+29,1.3070979221164192e+29,0.65,1.486823886407427e+30,0.15,0.95,2.118724038130583e+29,0.032418749999999996,chip
2040,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,6.535489610582096e+30,0.55,0.18,0.2,0.04,0.01,0.02,3.594519285820153e+30,1.1763881299047773e+30,1.3070979221164194e+30,2.6141958442328384e+29,6.535489610582096e+28,1.3070979221164192e+29,0.55,6.470134714476276e+29,0.07,0.8,3.6232754401067154e+28,0.005544000000000002,chip
2024,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,3.4955722368e+28,0.55,0.3,0.08,0.04,0.01,0.02,1.9225647302400002e+28,1.0486716710399999e+28,2.79645778944e+27,1.39822889472e+27,3.4955722368e+26,6.9911444736e+26,0.65,6.81636586176e+27,0.2,0.9,1.2269458551168e+27,0.0351,capex
2024,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,3.4955722368e+28,0.55,0.3,0.08,0.04,0.01,0.02,1.9225647302400002e+28,1.0486716710399999e+28,2.79645778944e+27,1.39822889472e+27,3.4955722368e+26,6.9911444736e+26,0.65,6.81636586176e+27,0.15,0.85,8.690866473743999e+26,0.0248625,capex
2024,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,3.4955722368e+28,0.55,0.3,0.08,0.04,0.01,0.02,1.9225647302400002e+28,1.0486716710399999e+28,2.79645778944e+27,1.39822889472e+27,3.4955722368e+26,6.9911444736e+26,0.7,7.340701697279999e+27,0.2,0.95,1.3947333224832e+27,0.0399,capex
2024,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,3.4955722368e+28,0.55,0.3,0.08,0.04,0.01,0.02,1.9225647302400002e+28,1.0486716710399999e+28,2.79645778944e+27,1.39822889472e+27,3.4955722368e+26,6.9911444736e+26,0.65,6.81636586176e+27,0.2,0.9,1.2269458551168e+27,0.0351,capex
2025,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.0151503266246518e+29,0.5583333333333333,0.29,0.08333333333333334,0.04,0.01,0.018333333333333333,5.667922656987639e+28,2.94393594721149e+28,8.459586055205433e+27,4.060601306498607e+27,1.0151503266246518e+27,1.861108932145195e+27,0.6416666666666667,1.889025566127373e+28,0.18333333333333335,0.9,3.1168921841101656e+27,0.030703750000000002,capex
2025,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,1.0151503266246518e+29,0.5750000000000001,0.27999999999999997,0.07666666666666666,0.03833333333333333,0.01,0.02,5.837114378091749e+28,2.8424209145490247e+28,7.782819170788996e+27,3.891409585394498e+27,1.0151503266246518e+27,2.0303006532493036e+27,0.6333333333333333,1.8001999125477155e+28,0.13666666666666666,0.85,2.0912322317429291e+27,0.020600222222222214,capex
2025,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.0151503266246518e+29,0.5416666666666667,0.30333333333333334,0.08333333333333334,0.04,0.011666666666666667,0.02,5.498730935883532e+28,3.0792893240947772e+28,8.459586055205433e+27,4.060601306498607e+27,1.1843420477287604e+27,2.0303006532493036e+27,0.7,2.155502526866344e+28,0.2,0.95,4.095454801046054e+27,0.040343333333333335,capex
2025,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.0151503266246518e+29,0.55,0.2833333333333333,0.09666666666666666,0.04,0.01,0.02,5.5833267964355855e+28,2.8762592587698465e+28,9.8131198240383e+27,4.060601306498607e+27,1.0151503266246518e+27,2.0303006532493036e+27,0.6416666666666667,1.845599691043985e+28,0.18666666666666668,0.8916666666666667,3.071898152426544e+27,0.030260524691358027,capex
2026,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.0965030738717248e+29,0.5666666666666667,0.27999999999999997,0.08666666666666667,0.04,0.01,0.016666666666666666,1.1880184085273106e+29,5.870208606840829e+28,1.8169693306888282e+28,8.3860122954869e+27,2.096503073871725e+27,3.494171789786208e+27,0.6333333333333333,3.717798784332525e+28,0.16666666666666669,0.9,5.576698176498788e+27,0.026600000000000002,capex
2026,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,2.0965030738717248e+29,0.6,0.26,0.07333333333333333,0.03666666666666667,0.01,0.02,1.2579018443230349e+29,5.4509079920664845e+28,1.5374355875059316e+28,7.687177937529658e+27,2.096503073871725e+27,4.19300614774345e+27,0.6166666666666667,3.3613932617743322e+28,0.12333333333333334,0.85,3.5238606027600914e+27,0.016808277777777776,capex
2026,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,2.0965030738717248e+29,0.5333333333333333,0.30666666666666664,0.08666666666666667,0.04,0.013333333333333334,0.02,1.1181349727315865e+29,6.429276093206623e+28,1.8169693306888282e+28,8.3860122954869e+27,2.7953374318289665e+27,4.19300614774345e+27,0.7,4.500493265244635e+28,0.2,0.95,8.550937203964807e+27,0.04078666666666666,capex
2026,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.0965030738717248e+29,0.55,0.26666666666666666,0.11333333333333334,0.04,0.01,0.02,1.1530766906294487e+29,5.5906748636579325e+28,2.3760368170546217e+28,8.3860122954869e+27,2.096503073871725e+27,4.19300614774345e+27,0.6333333333333333,3.540760746983357e+28,0.17333333333333334,0.8833333333333333,5.421298121492295e+27,0.025858765432098762,capex
2027,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,3.456714372679537e+29,0.575,0.27,0.09,0.04,0.01,0.015,1.9876107642907336e+29,9.33312880623475e+28,3.111042935411583e+28,1.3826857490718147e+28,3.456714372679537e+27,5.185071559019305e+27,0.625,5.833205503896719e+28,0.15000000000000002,0.9,7.874827430260572e+27,0.022781250000000006,datacenter
2027,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,3.456714372679537e+29,0.625,0.24,0.07,0.035,0.01,0.02,2.1604464829247103e+29,8.296114494430888e+28,2.419700060875676e+28,1.209850030437838e+28,3.456714372679537e+27,6.913428745359074e+27,0.6000000000000001,4.977668696658534e+28,0.11,0.85,4.654120231375729e+27,0.013464000000000002,datacenter
2027,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,3.456714372679537e+29,0.525,0.31,0.09,0.04,0.015,0.02,1.814775045656757e+29,1.0715814555306564e+29,3.111042935411583e+28,1.3826857490718147e+28,5.185071559019305e+27,6.913428745359074e+27,0.7,7.501070188714594e+28,0.2,0.95,1.425203335855773e+28,0.04123,datacenter
2027,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,3.456714372679537e+29,0.55,0.25,0.13,0.04,0.01,0.02,1.9011929049737454e+29,8.641785931698842e+28,4.493728684483398e+28,1.3826857490718147e+28,3.456714372679537e+27,6.913428745359074e+27,0.625,5.401116207311776e+28,0.16,0.875,7.561562690236486e+27,0.021875,datacenter
2028,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,4.647741637735868e+29,0.5833333333333334,0.26,0.09333333333333334,0.04,0.01,0.013333333333333332,2.7111826220125896e+29,1.2084128258113257e+29,4.337892195220144e+28,1.859096655094347e+28,4.6477416377358676e+27,6.19698885031449e+27,0.6166666666666667,7.451879092503175e+28,0.13333333333333336,0.9,8.942254911003812e+27,0.019240000000000004,datacenter
2028,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,4.647741637735868e+29,0.65,0.21999999999999997,0.06666666666666667,0.03333333333333333,0.01,0.02,3.021032064528314e+29,1.0225031603018908e+29,3.0984944251572454e+28,1.5492472125786227e+28,4.6477416377358676e+27,9.295483275471735e+27,0.5833333333333334,5.964601768427696e+28,0.09666666666666668,0.85,4.900914453058091e+27,0.010544722222222221,datacenter
2028,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,4.647741637735868e+29,0.5166666666666667,0.31333333333333335,0.09333333333333334,0.04,0.016666666666666666,0.02,2.401333179496865e+29,1.4562923798239053e+29,4.337892195220144e+28,1.859096655094347e+28,7.746236062893113e+27,9.295483275471735e+27,0.7,1.0194046658767338e+29,0.2,0.95,1.9368688651657943e+28,0.04167333333333334,datacenter
2028,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,4.647741637735868e+29,0.55,0.23333333333333334,0.14666666666666667,0.04,0.01,0.02,2.5562579007547275e+29,1.0844730488050358e+29,6.8166877353459395e+28,1.859096655094347e+28,4.6477416377358676e+27,9.295483275471735e+27,0.6166666666666667,6.687583800964387e+28,0.14666666666666667,0.8666666666666667,8.500662075892511e+27,0.018289876543209876,datacenter
2029,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,6.464659132693176e+29,0.5916666666666667,0.25,0.09666666666666668,0.04,0.01,0.011666666666666667,3.8249233201767964e+29,1.616164783173294e+29,6.2491704949367375e+28,2.5858636530772704e+28,6.464659132693176e+27,7.542102321475373e+27,0.6083333333333333,9.831669097637537e+28,0.11666666666666668,0.9,1.0323252552519415e+28,0.01596875,datacenter
2029,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,6.464659132693176e+29,0.6749999999999999,0.19999999999999998,0.06333333333333332,0.03166666666666666,0.01,0.02,4.363644914567893e+29,1.2929318265386352e+29,4.094284117372344e+28,2.047142058686172e+28,6.464659132693176e+27,1.2929318265386352e+28,0.5666666666666667,7.326613683718932e+28,0.08333333333333334,0.85,5.189684692634245e+27,0.008027777777777778,datacenter
2029,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,6.464659132693176e+29,0.5083333333333333,0.31666666666666665,0.09666666666666668,0.04,0.018333333333333333,0.02,3.2862017257856974e+29,2.0471420586861724e+29,6.2491704949367375e+28,2.5858636530772704e+28,1.1851875076604156e+28,1.2929318265386352e+28,0.7,1.4329994410803206e+29,0.2,0.95,2.7226989380526094e+28,0.04211666666666666,datacenter
2029,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,6.464659132693176e+29,0.55,0.21666666666666667,0.16333333333333333,0.04,0.01,0.02,3.555562522981247e+29,1.4006761454168549e+29,1.055894325006552e+29,2.5858636530772704e+28,6.464659132693176e+27,1.2929318265386352e+28,0.6083333333333333,8.5207798846192e+28,0.13333333333333333,0.8583333333333333,9.751559201286418e+27,0.015084413580246913,datacenter
2030,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,9.479517930305075e+29,0.6,0.24,0.1,0.04,0.01,0.01,5.687710758183045e+29,2.275084303273218e+29,9.479517930305076e+28,3.7918071721220304e+28,9.479517930305076e+27,9.479517930305076e+27,0.6,1.3650505819639308e+29,0.1,0.9,1.2285455237675377e+28,0.01296,datacenter
2030,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,9.479517930305075e+29,0.7,0.18,0.06,0.03,0.01,0.02,6.635662551213552e+29,1.7063132274549134e+29,5.687710758183045e+28,2.8438553790915225e+28,9.479517930305076e+27,1.8959035860610152e+28,0.55,9.384722751002025e+28,0.07,0.85,5.583910036846206e+27,0.005890500000000002,datacenter
2030,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,9.479517930305075e+29,0.5,0.32,0.1,0.04,0.02,0.02,4.739758965152538e+29,3.0334457376976243e+29,9.479517930305076e+28,3.7918071721220304e+28,1.8959035860610152e+28,1.8959035860610152e+28,0.7,2.1234120163883368e+29,0.2,0.95,4.03448283113784e+28,0.042559999999999994,datacenter
2030,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,9.479517930305075e+29,0.55,0.2,0.18,0.04,0.01,0.02,5.213734861667792e+29,1.895903586061015e+29,1.7063132274549134e+29,3.7918071721220304e+28,9.479517930305076e+27,1.8959035860610152e+28,0.6,1.137542151636609e+29,0.12,0.85,1.160292994669341e+28,0.01224,datacenter
2031,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.1299999891403172e+30,0.605,0.23399999999999999,0.1,0.04,0.01,0.011,6.836499934298919e+29,2.644199974588342e+29,1.1299999891403172e+29,4.519999956561269e+28,1.1299999891403173e+28,1.2429999880543489e+28,0.595,1.5732989848800634e+29,0.095,0.895,1.337697461894274e+28,0.011838030749999999,datacenter
2031,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,1.1299999891403172e+30,0.708,0.172,0.06,0.03,0.01,0.02,8.000399923113446e+29,1.9435999813213456e+29,6.779999934841903e+28,3.3899999674209516e+28,1.1299999891403173e+28,2.2599999782806345e+28,0.545,1.0592619898201334e+29,0.066,0.845,5.907504117226884e+27,0.005227879800000001,datacenter
2031,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.1299999891403172e+30,0.495,0.323,0.10200000000000001,0.04,0.02,0.02,5.59349994624457e+29,3.649899964923225e+29,1.1525999889231237e+29,4.519999956561269e+28,2.2599999782806345e+28,2.2599999782806345e+28,0.695,2.536680475621641e+29,0.195,0.95,4.69920058108909e+28,0.041585846249999996,datacenter
2031,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.1299999891403172e+30,0.55,0.198,0.182,0.04,0.01,0.02,6.214999940271745e+29,2.2373999784978283e+29,2.0565999802353774e+29,4.519999956561269e+28,1.1299999891403173e+28,2.2599999782806345e+28,0.595,1.3312529872062077e+29,0.11499999999999999,0.845,1.2936450903176323e+28,0.011448186749999999,datacenter
2032,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.3507607123686278e+30,0.61,0.22799999999999998,0.1,0.04,0.01,0.012,8.239640345448629e+29,3.0797344242004713e+29,1.3507607123686278e+29,5.403042849474511e+28,1.3507607123686278e+28,1.6209128548423535e+28,0.59,1.817043310278278e+29,0.09000000000000001,0.89,1.4554516915329008e+28,0.010775052,datacenter
2032,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,1.3507607123686278e+30,0.716,0.164,0.06,0.03,0.01,0.02,9.671446700559375e+29,2.2152475682845496e+29,8.104564274211767e+28,4.052282137105884e+28,1.3507607123686278e+28,2.7015214247372555e+28,0.54,1.196233686873657e+29,0.062000000000000006,0.84,6.229985041238006e+27,0.004612204800000001,datacenter
2032,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.3507607123686278e+30,0.49,0.326,0.10400000000000001,0.04,0.02,0.02,6.618727490606276e+29,4.4034799223217265e+29,1.404791140863373e+29,5.403042849474511e+28,2.7015214247372555e+28,2.7015214247372555e+28,0.69,3.0384011464019912e+29,0.19,0.95,5.484314069255593e+28,0.04060166999999999,datacenter
2032,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.3507607123686278e+30,0.55,0.196,0.184,0.04,0.01,0.02,7.429183918027454e+29,2.6474909962425105e+29,2.485399710758275e+29,5.403042849474511e+28,1.3507607123686278e+28,2.7015214247372555e+28,0.59,1.5620196877830811e+29,0.11,0.84,1.443306191511567e+28,0.010685136,datacenter
2033,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.6197391571618222e+30,0.615,0.22199999999999998,0.1,0.04,0.01,0.013000000000000001,9.961395816545206e+29,3.595820928899245e+29,1.619739157161822e+29,6.478956628647289e+28,1.6197391571618222e+28,2.105660904310369e+28,0.585,2.103555243406058e+29,0.085,0.885,1.5823994318522073e+28,0.009769470749999998,datacenter
2033,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,1.6197391571618222e+30,0.724,0.156,0.06,0.03,0.01,0.02,1.1726911497851593e+30,2.5267930851724427e+29,9.718434942970933e+28,4.8592174714854665e+28,1.6197391571618222e+28,3.2394783143236443e+28,0.535,1.3518343005672569e+29,0.058,0.835,6.546933517647225e+27,0.0040419678,datacenter
2033,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.6197391571618222e+30,0.485,0.329,0.106,0.04,0.02,0.02,7.855734912234838e+29,5.328941827062395e+29,1.7169235065915316e+29,6.478956628647289e+28,3.2394783143236443e+28,3.2394783143236443e+28,0.6849999999999999,3.6503251515377406e+29,0.185,0.95,6.415446453827578e+28,0.039607898749999995,datacenter
2033,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.6197391571618222e+30,0.55,0.194,0.186,0.04,0.01,0.02,8.908565364390023e+29,3.142293964893935e+29,3.0127148323209893e+29,6.478956628647289e+28,1.6197391571618222e+28,3.2394783143236443e+28,0.585,1.8382419694629517e+29,0.105,0.835,1.6116786467266428e+28,0.009950235749999998,datacenter
2034,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.9492479829256027e+30,0.62,0.216,0.1,0.04,0.01,0.014,1.2085337494138737e+30,4.210375643119302e+29,1.949247982925603e+29,7.796991931702411e+28,1.9492479829256028e+28,2.7289471760958437e+28,0.58,2.442017873009195e+29,0.08,0.88,1.7191805825984732e+28,0.008819711999999999,datacenter
2034,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,1.9492479829256027e+30,0.732,0.148,0.06,0.03,0.01,0.02,1.426849523501541e+30,2.8848870147298918e+29,1.1695487897553616e+29,5.847743948776808e+28,1.9492479829256028e+28,3.8984959658512055e+28,0.53,1.5289901178068427e+29,0.054000000000000006,0.83,6.852933708010269e+27,0.0035156808,datacenter
2034,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.9492479829256027e+30,0.48,0.332,0.108,0.04,0.02,0.02,9.356390318042893e+29,6.471503303313001e+29,2.105187821559651e+29,7.796991931702411e+28,3.8984959658512055e+28,3.8984959658512055e+28,0.6799999999999999,4.4006222462528404e+29,0.18,0.95,7.525064041092357e+28,0.038604959999999994,datacenter
2034,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.9492479829256027e+30,0.55,0.192,0.188,0.04,0.01,0.02,1.0720863906090816e+30,3.742556127217157e+29,3.664586207900133e+29,7.796991931702411e+28,1.9492479829256028e+28,3.8984959658512055e+28,0.58,2.170682553785951e+29,0.1,0.83,1.8016665196423394e+28,0.00924288,datacenter
2035,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.355434606102593e+30,0.625,0.21,0.1,0.04,0.01,0.015,1.4721466288141206e+30,4.946412672815445e+29,2.355434606102593e+29,9.421738424410371e+28,2.355434606102593e+28,3.5331519091538895e+28,0.575,2.8441872868688805e+29,0.07500000000000001,0.875,1.8664979070077032e+28,0.00792421875,datacenter
2035,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,2.355434606102593e+30,0.74,0.14,0.06,0.03,0.01,0.02,1.7430216085159187e+30,3.297608448543631e+29,1.4132607636615558e+29,7.066303818307779e+28,2.355434606102593e+28,4.710869212205186e+28,0.525,1.731244435485406e+29,0.05,0.825,7.1413832963773e+27,0.0030318750000000007,datacenter
2035,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,2.355434606102593e+30,0.475,0.33499999999999996,0.11,0.04,0.02,0.02,1.1188314378987316e+30,7.890705930443685e+29,2.5909780667128524e+29,9.421738424410371e+28,4.710869212205186e+28,4.710869212205186e+28,0.675,5.326226503049488e+29,0.175,0.95,8.854851561319773e+28,0.03759328124999999,datacenter
2035,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.355434606102593e+30,0.55,0.19,0.19,0.04,0.01,0.02,1.2954890333564263e+30,4.475325751594927e+29,4.475325751594927e+29,9.421738424410371e+28,2.355434606102593e+28,4.710869212205186e+28,0.575,2.5733123071670828e+29,0.095,0.825,2.016833520742201e+28,0.008562468749999998,datacenter
2036,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.859779694123966e+30,0.63,0.204,0.1,0.04,0.01,0.016,1.8016612072980984e+30,5.83395057601289e+29,2.859779694123966e+29,1.1439118776495864e+29,2.859779694123966e+28,4.575647510598346e+28,0.5700000000000001,3.3253518283273475e+29,0.07,0.87,2.025139263451355e+28,0.007081452000000001,datacenter
2036,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,2.859779694123966e+30,0.748,0.132,0.06,0.03,0.01,0.02,2.1391152112047264e+30,3.774909196243635e+29,1.7158678164743793e+29,8.579339082371897e+28,2.859779694123966e+28,5.719559388247932e+28,0.52,1.9629527820466903e+29,0.046,0.8200000000000001,7.404257893880116e+27,0.0025891008000000003,datacenter
2036,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,2.859779694123966e+30,0.47000000000000003,0.33799999999999997,0.112,0.04,0.02,0.02,1.3440964562382642e+30,9.666055366139004e+29,3.202953257418842e+29,1.1439118776495864e+29,5.719559388247932e+28,5.719559388247932e+28,0.67,6.476257095313134e+29,0.16999999999999998,0.95,1.045915520893071e+29,0.03657329,datacenter
2036,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.859779694123966e+30,0.55,0.188,0.192,0.04,0.01,0.02,1.5728788317681814e+30,5.376385824953056e+29,5.4907770127180146e+29,1.1439118776495864e+29,2.859779694123966e+28,5.719559388247932e+28,0.5700000000000001,3.0645399202232423e+29,0.09,0.8200000000000001,2.261630461124753e+28,0.007908408000000002,datacenter
2037,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,3.491337235281169e+30,0.635,0.19799999999999998,0.1,0.04,0.01,0.017,2.2169991444035424e+30,6.912847725856715e+29,3.491337235281169e+29,1.3965348941124677e+29,3.4913372352811692e+28,5.935273299977987e+28,0.5650000000000001,3.905758965109044e+29,0.065,0.865,2.19601297813256e+28,0.006289890750000001,datacenter
2037,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,3.491337235281169e+30,0.756,0.124,0.06,0.03,0.01,0.02,2.6394509498725636e+30,4.3292581717486494e+29,2.0948023411687013e+29,1.0474011705843506e+29,3.4913372352811692e+28,6.9826744705623385e+28,0.515,2.2295679584505543e+29,0.041999999999999996,0.8150000000000001,7.631811121776247e+27,0.0021859277999999997,datacenter
2037,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,3.491337235281169e+30,0.465,0.34099999999999997,0.114,0.04,0.02,0.02,1.6234718144057438e+30,1.1905459972308785e+30,3.980124448220533e+29,1.3965348941124677e+29,6.9826744705623385e+28,6.9826744705623385e+28,0.665,7.917130881585342e+29,0.165,0.95,1.2410102656885025e+29,0.03554541375,datacenter
2037,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,3.491337235281169e+30,0.55,0.186,0.194,0.04,0.01,0.02,1.920235479404643e+30,6.493887257622975e+29,6.773194236445468e+29,1.3965348941124677e+29,3.4913372352811692e+28,6.9826744705623385e+28,0.5650000000000001,3.669046300556981e+29,0.08499999999999999,0.8150000000000001,2.541731824710848e+28,0.0072801097499999995,datacenter
2038,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,4.290179243107284e+30,0.64,0.192,0.1,0.04,0.01,0.018000000000000002,2.745714715588662e+30,8.237144146765986e+29,4.290179243107285e+29,1.7160716972429137e+29,4.290179243107284e+28,7.722322637593112e+28,0.56,4.612800722188953e+29,0.060000000000000005,0.86,2.3802051726495e+28,0.005548032000000001,datacenter
2038,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,4.290179243107284e+30,0.764,0.116,0.06,0.03,0.01,0.02,3.277696941733965e+30,4.97660792200445e+29,2.5741075458643703e+29,1.2870537729321852e+29,4.290179243107284e+28,8.580358486214568e+28,0.51,2.5380700402222693e+29,0.038,0.81,7.812179583804146e+27,0.0018209448000000002,datacenter
2038,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,4.290179243107284e+30,0.46,0.344,0.11599999999999999,0.04,0.02,0.02,1.9734824518293507e+30,1.4758216596289056e+30,4.976607922004449e+29,1.7160716972429137e+29,8.580358486214568e+28,8.580358486214568e+28,0.66,9.740422953550778e+29,0.16,0.95,1.4805442889397182e+29,0.03451008,datacenter
2038,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,4.290179243107284e+30,0.55,0.184,0.196,0.04,0.01,0.02,2.3595985837090064e+30,7.893929807317403e+29,8.408751316490278e+29,1.7160716972429137e+29,4.290179243107284e+28,8.580358486214568e+28,0.56,4.4206006920977464e+29,0.08,0.81,2.8645492484793397e+28,0.006676992000000001,datacenter
2039,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,5.312870354304019e+30,0.645,0.186,0.1,0.04,0.01,0.019000000000000003,3.4268013785260925e+30,9.881938859005475e+29,5.312870354304019e+29,2.1251481417216077e+29,5.312870354304019e+28,1.0094453673177638e+29,0.555,5.484476066748039e+29,0.05500000000000001,0.855,2.5790748703882656e+28,0.004854390750000001,datacenter
